customer_id,month,data_usage,phone_usage,use_app
16042,1/02/2021,39.92,2025.83,0
16043,1/02/2021,50.96,3606.46,1
16044,1/02/2021,32.55,3930.77,0
16045,1/02/2021,13.38,4483.78,1
16046,1/02/2021,49.42,2019.94,1
16047,1/02/2021,34.5,1172.28,1
16048,1/02/2021,113.51,796.59,1
16049,1/02/2021,76.03,3216.9,0
16050,1/02/2021,6.02,4018.54,0
16051,1/02/2021,34.77,2415.18,1
16052,1/02/2021,53.83,1554.91,0
16053,1/02/2021,7.29,770.68,1
16054,1/02/2021,13.02,1613.15,0
16055,1/02/2021,44.57,2988.15,0
16056,1/02/2021,36.62,1908.74,1
16057,1/02/2021,14.52,944.13,0
16058,1/02/2021,28.73,3389.25,1
16059,1/02/2021,47.06,2988.89,1
16060,1/02/2021,32.31,322.77,0
16061,1/02/2021,14.31,3471.73,1
16062,1/02/2021,15.63,380.8,1
16063,1/02/2021,83.86,3446.07,1
16064,1/02/2021,49.53,1424.37,0
16065,1/02/2021,32.41,1061.59,1
16066,1/02/2021,42.88,351.12,0
16067,1/02/2021,23.48,2985.86,0
16068,1/02/2021,50.4,4548.98,1
16069,1/02/2021,71.19,2611.73,1
16070,1/02/2021,52.04,682.07,1
16071,1/02/2021,19.72,2358.18,1
16072,1/02/2021,58.05,3183.66,1
16073,1/02/2021,5.57,4539.22,1
16074,1/02/2021,7.82,670,0
16075,1/02/2021,59.33,936.18,1
16076,1/02/2021,41.04,155.93,1
16077,1/02/2021,23.73,1489.16,1
16078,1/02/2021,36.07,3414.55,1
16079,1/02/2021,36.79,1614.33,1
16080,1/02/2021,4.48,2081.14,1
16081,1/02/2021,41.34,1795.81,0
16082,1/02/2021,47.3,4068.59,1
16083,1/02/2021,33.36,647.33,1
16084,1/02/2021,65.35,2364.37,1
16085,1/02/2021,56.13,1141.29,1
16086,1/02/2021,7.7,867.82,1
16087,1/02/2021,4.35,2697.25,1
16088,1/02/2021,57.51,1520.62,0
16089,1/02/2021,16.07,4604.37,0
16090,1/02/2021,12.53,3546.41,1
16091,1/02/2021,53.08,647,1
16092,1/02/2021,40.88,109.12,1
16093,1/02/2021,108.53,502.77,1
16094,1/02/2021,15.17,1346.03,1
16095,1/02/2021,49.25,3634.03,1
16096,1/02/2021,27.83,2123.78,1
16097,1/02/2021,16.35,2332.95,1
16098,1/02/2021,5.72,4861.18,1
16099,1/02/2021,43.11,1175.65,1
16100,1/02/2021,26.85,2267.39,0
16101,1/02/2021,57.3,3984.64,1
16102,1/02/2021,13.03,1521.74,1
16103,1/02/2021,6.86,4328.75,1
16104,1/02/2021,53.48,3337.89,1
16105,1/02/2021,12.56,2386.84,1
16106,1/02/2021,28.32,1229.2,1
16107,1/02/2021,101.49,4896.3,1
16108,1/02/2021,36.99,4402.91,0
16109,1/02/2021,46.6,716.18,1
16110,1/02/2021,24.73,3175.08,0
16111,1/02/2021,118.28,3679.21,1
16112,1/02/2021,29.37,2231.94,1
16113,1/02/2021,49.56,1537.77,1
16114,1/02/2021,7.06,744.61,1
16115,1/02/2021,41.3,2250.19,1
16116,1/02/2021,52.89,3949.04,1
16117,1/02/2021,28.61,4469.04,1
16118,1/02/2021,48.96,1732.19,1
16119,1/02/2021,14.24,205.29,1
16120,1/02/2021,6.65,3081.06,0
16121,1/02/2021,19.48,4971.12,1
16122,1/02/2021,7.04,824.05,1
16123,1/02/2021,32.8,4390,1
16124,1/02/2021,46.48,1303.71,0
16125,1/02/2021,22.48,745.17,0
16126,1/02/2021,112.14,1159.58,0
16127,1/02/2021,47.83,458.26,1
16128,1/02/2021,9.14,4538.51,1
16129,1/02/2021,46.55,4632.06,1
16130,1/02/2021,72.73,1754.8,1
16131,1/02/2021,52.27,2386.38,1
16132,1/02/2021,30.12,3938.96,1
16133,1/02/2021,38.48,2034.38,1
16134,1/02/2021,52.2,4438.65,1
16135,1/02/2021,16.32,3899.41,1
16136,1/02/2021,4.35,910.55,1
16137,1/02/2021,25.59,2872.8,0
16138,1/02/2021,17.74,2369.71,1
16139,1/02/2021,58.23,3817.84,1
16140,1/02/2021,92.61,4893.63,1
16141,1/02/2021,28.03,4557.25,1
16142,1/02/2021,44.48,4915.5,1
16143,1/02/2021,46.5,579.39,1
16144,1/02/2021,28.06,2279.89,1
16145,1/02/2021,34.5,1108.83,1
16146,1/02/2021,22.55,1690.59,1
16147,1/02/2021,15.88,4214.3,1
16148,1/02/2021,51.68,3925.45,1
16149,1/02/2021,56.61,1920.15,1
16150,1/02/2021,27.63,2601.19,0
16151,1/02/2021,21.65,575.06,1
16152,1/02/2021,15.04,793.73,1
16153,1/02/2021,89.37,2947.42,0
16154,1/02/2021,12.41,165.36,1
16155,1/02/2021,60.51,4208.05,1
16156,1/02/2021,53.01,3301.63,1
16157,1/02/2021,5.53,856.46,0
16158,1/02/2021,4.61,792.06,1
16159,1/02/2021,112.94,1361.78,1
16160,1/02/2021,24.15,3682.76,1
16161,1/02/2021,17.79,2455.06,1
16162,1/02/2021,21.36,1952.12,1
16163,1/02/2021,11.68,3250.09,1
16164,1/02/2021,38.16,2154.26,0
16165,1/02/2021,56.24,4179.32,1
16166,1/02/2021,21.87,771.06,1
16167,1/02/2021,48.67,3786.07,0
16168,1/02/2021,42.27,3226.59,1
16169,1/02/2021,56.38,1684.88,0
16170,1/02/2021,96.85,1138.81,0
16171,1/02/2021,11.96,2822.44,0
16172,1/02/2021,2.83,2021.35,0
16173,1/02/2021,29,3950.81,1
16174,1/02/2021,11.97,546.82,0
16175,1/02/2021,41.44,3422.07,1
16176,1/02/2021,11.52,1705.3,1
16177,1/02/2021,65.54,2015.53,1
16178,1/02/2021,18.78,263.9,1
16179,1/02/2021,23.13,2296.28,1
16180,1/02/2021,26.96,2592.43,1
16181,1/02/2021,17.21,907.4,0
16182,1/02/2021,58.67,4935.33,1
16183,1/02/2021,85.39,2217.64,1
16184,1/02/2021,57.81,3489.78,0
16185,1/02/2021,13.94,4170.92,0
16186,1/02/2021,7.27,4528.33,1
16187,1/02/2021,69.56,4315.28,1
16188,1/02/2021,39.76,1886.34,1
16189,1/02/2021,26.45,4774.07,1
16190,1/02/2021,47.25,2048.46,1
16191,1/02/2021,28.39,2390.75,1
16192,1/02/2021,15.56,2747.84,0
16193,1/02/2021,47.32,2558.22,1
16194,1/02/2021,23.55,4475.51,0
16195,1/02/2021,41.5,140.86,1
16196,1/02/2021,94.33,4120.76,1
16197,1/02/2021,21.74,4302.73,0
16198,1/02/2021,32.22,2195.62,1
16199,1/02/2021,9.54,884.26,1
16200,1/02/2021,117.63,1944.91,1
16201,1/02/2021,45.71,3559.75,0
16202,1/02/2021,38.85,640.71,1
16203,1/02/2021,7.06,3089.22,1
16204,1/02/2021,34.75,3097.29,0
16205,1/02/2021,6.39,2920.58,0
16206,1/02/2021,45.42,1025.03,1
16207,1/02/2021,51.47,1856.64,0
16208,1/02/2021,5.16,3445.24,0
16209,1/02/2021,44.34,4779.27,1
16210,1/02/2021,49.88,1958.55,0
16211,1/02/2021,99.45,677.2,1
16212,1/02/2021,26.56,2005.07,0
16213,1/02/2021,17.42,3261.04,1
16214,1/02/2021,30.33,4819.29,1
16215,1/02/2021,16.97,4316.6,0
16216,1/02/2021,17.48,4954.1,1
16217,1/02/2021,41.45,2905.45,1
16218,1/02/2021,10,946.23,1
16219,1/02/2021,27.72,684.83,1
16220,1/02/2021,25.29,2932.57,1
16221,1/02/2021,29.29,1656.68,0
16222,1/02/2021,74.17,1048.36,1
16223,1/02/2021,45.65,790.95,1
16224,1/02/2021,15.84,1137.25,1
16225,1/02/2021,40.67,408.77,1
16226,1/02/2021,27.93,4165.39,0
16227,1/02/2021,63.78,3315.15,1
16228,1/02/2021,19.03,1721.33,1
16229,1/02/2021,34.89,322.06,1
16230,1/02/2021,9.7,2024.68,1
16231,1/02/2021,20.8,1785.85,0
16232,1/02/2021,35.76,3240.21,1
16233,1/02/2021,45.98,1106.82,0
16234,1/02/2021,26.13,4649.08,1
16235,1/02/2021,4.02,3409.81,1
16236,1/02/2021,41.53,3833.96,1
16237,1/02/2021,32.25,1033.34,1
16238,1/02/2021,7.87,2491.39,0
16239,1/02/2021,85.23,3700.24,0
16240,1/02/2021,30.07,1914.85,0
16241,1/02/2021,116.66,4472.38,1
16242,1/02/2021,53.45,1052.19,1
16243,1/02/2021,17.64,1123.77,1
16244,1/02/2021,59.38,2484.14,1
16245,1/02/2021,18.04,3109.63,1
16246,1/02/2021,28.55,821.75,0
16247,1/02/2021,13.89,4195.62,1
16248,1/02/2021,41.78,4033.22,1
16249,1/02/2021,7.98,3211.8,1
16250,1/02/2021,36.4,3908.49,1
16251,1/02/2021,33.5,4593.82,1
16252,1/02/2021,11.12,3173.78,1
16253,1/02/2021,51.19,2373.67,0
16254,1/02/2021,18.08,138.39,1
16255,1/02/2021,9.7,2418.37,1
16256,1/02/2021,18.56,2520.13,1
16257,1/02/2021,59.93,2306.93,1
16258,1/02/2021,11.65,235.55,1
16259,1/02/2021,36.03,1897.44,1
16260,1/02/2021,20.77,2891.29,0
16261,1/02/2021,79.63,2683.37,1
16262,1/02/2021,47.86,3849.17,1
16263,1/02/2021,72.49,3852.25,1
16264,1/02/2021,45.68,2350.71,0
16265,1/02/2021,24.23,3217.64,1
16266,1/02/2021,12.15,2752.97,0
16267,1/02/2021,5.3,3110.67,1
16268,1/02/2021,58.94,1590.34,1
16269,1/02/2021,10.73,1863.91,1
16270,1/02/2021,29.87,3706.11,1
16271,1/02/2021,21.46,1286.39,0
16272,1/02/2021,104.76,3770.82,1
16273,1/02/2021,27.21,1198.6,1
16274,1/02/2021,38.78,3991.55,1
16275,1/02/2021,96.3,2564.6,1
16276,1/02/2021,35.38,2417.12,0
16277,1/02/2021,35.97,1492.58,1
16278,1/02/2021,24.82,3909.04,1
16279,1/02/2021,70.19,798.04,1
16280,1/02/2021,24.06,1744.1,0
16281,1/02/2021,21.02,161.59,0
16282,1/02/2021,40.1,3929.31,1
16283,1/02/2021,4.92,3989.24,0
16284,1/02/2021,46.57,2217.28,0
16285,1/02/2021,115.95,199.33,0
16286,1/02/2021,106.89,3228.53,0
16287,1/02/2021,72.78,128.88,1
16288,1/02/2021,40.78,3381.52,1
16289,1/02/2021,10.04,298.64,1
16290,1/02/2021,16.24,4965.58,1
16291,1/02/2021,24.48,2933.58,1
16292,1/02/2021,27.33,3805.95,1
16293,1/02/2021,15.48,983.89,1
16294,1/02/2021,48.23,1995.21,0
16295,1/02/2021,31.69,2462.38,1
16296,1/02/2021,28.85,1587.54,1
16297,1/02/2021,95.24,3932.46,1
16298,1/02/2021,60.69,1548.38,1
16299,1/02/2021,37.69,2219.13,0
16300,1/02/2021,17.48,3595.76,1
16301,1/02/2021,13.01,1987.11,1
16302,1/02/2021,58.12,1268.45,0
16303,1/02/2021,2.82,4722.41,1
16304,1/02/2021,59.77,3582.63,1
16305,1/02/2021,47.65,138.38,1
16306,1/02/2021,3.37,3958.52,1
16307,1/02/2021,56.89,2025.76,0
16308,1/02/2021,20.08,2077.46,1
16309,1/02/2021,17.91,2898.69,0
16310,1/02/2021,47.24,1374.06,0
16311,1/02/2021,15.92,2189.35,1
16312,1/02/2021,16.99,4056.62,1
16313,1/02/2021,3.87,4883,1
16314,1/02/2021,17.12,3586.51,1
16315,1/02/2021,31.59,741.27,1
16316,1/02/2021,16.07,1582.27,0
16317,1/02/2021,14.81,490.1,1
16318,1/02/2021,7.7,1409.22,0
16319,1/02/2021,20.64,981.99,0
16320,1/02/2021,87.88,593.51,1
16321,1/02/2021,27.38,4472.59,1
16322,1/02/2021,42.21,333.06,1
16323,1/02/2021,8.26,1753.28,1
16324,1/02/2021,13.4,2622.78,1
16325,1/02/2021,22.9,4817.29,1
16326,1/02/2021,53.64,1324.03,0
16327,1/02/2021,24.89,3983.8,1
16328,1/02/2021,21.43,1657,1
16329,1/02/2021,18.37,4159.41,1
16330,1/02/2021,34.54,879.55,1
16331,1/02/2021,35.64,4726.56,1
16332,1/02/2021,9.07,2036.37,1
16333,1/02/2021,43.25,4830.3,0
16334,1/02/2021,50.21,1999.57,1
16335,1/02/2021,26.32,1949.57,1
16336,1/02/2021,40.24,953.82,1
16337,1/02/2021,18.97,3774.32,0
16338,1/02/2021,26.21,2338.68,0
16339,1/02/2021,44.18,1673.77,0
16340,1/02/2021,6.23,211.89,1
16341,1/02/2021,29.25,3617.77,0
16342,1/02/2021,34.46,3783.74,1
16343,1/02/2021,35.68,2867.31,1
16344,1/02/2021,16.29,2404.59,1
16345,1/02/2021,23.06,185.72,0
16346,1/02/2021,8.19,642.62,1
16347,1/02/2021,44.97,4192.45,0
16348,1/02/2021,107.03,4315.32,1
16349,1/02/2021,55.24,1308.4,1
16350,1/02/2021,41.63,2413.69,1
16351,1/02/2021,32.62,4716.82,1
16352,1/02/2021,11.85,3628.61,1
16353,1/02/2021,30.5,477.94,0
16354,1/02/2021,39.67,951.05,1
16355,1/02/2021,23.35,981.96,1
16356,1/02/2021,47.88,967.01,0
16357,1/02/2021,58.41,1256.39,1
16358,1/02/2021,32.2,939.63,0
16359,1/02/2021,26.77,760.41,0
16360,1/02/2021,84.73,4315.52,1
16361,1/02/2021,27.6,1879.51,1
16362,1/02/2021,10.11,867.46,1
16363,1/02/2021,36.31,4014.72,1
16364,1/02/2021,34.62,3964.13,1
16365,1/02/2021,12.8,610.42,0
16366,1/02/2021,50.41,4756.35,1
16367,1/02/2021,29.04,2330.12,0
16368,1/02/2021,18.55,4296.63,1
16369,1/02/2021,78.73,2987.69,1
16370,1/02/2021,25.92,416.3,1
16371,1/02/2021,20.4,1386.8,1
16372,1/02/2021,52.19,250.85,1
16373,1/02/2021,4.37,517.45,1
16374,1/02/2021,59.49,3296.55,0
16375,1/02/2021,11.18,2675.82,1
16376,1/02/2021,104.88,3327.11,0
16377,1/02/2021,58.63,1552.56,1
16378,1/02/2021,32.33,2880.18,1
16379,1/02/2021,25.64,322.83,1
16380,1/02/2021,57.68,3081.1,1
16381,1/02/2021,26.73,408.86,1
16382,1/02/2021,59.86,270.76,1
16383,1/02/2021,21.77,2217.53,1
16384,1/02/2021,9.66,1353.34,1
16385,1/02/2021,18.75,2504.32,0
16386,1/02/2021,35.18,1655.49,1
16387,1/02/2021,48.57,4697.86,1
16388,1/02/2021,23.42,4783.58,1
16389,1/02/2021,11.2,1936.89,1
16390,1/02/2021,13.87,291.25,1
16391,1/02/2021,18.73,4020.45,1
16392,1/02/2021,81.2,1317.9,0
16393,1/02/2021,68.15,2805.9,1
16394,1/02/2021,32.39,118.86,1
16395,1/02/2021,28.89,352.48,0
16396,1/02/2021,100.9,2236.79,1
16397,1/02/2021,9.51,3130.38,0
16398,1/02/2021,2.96,4861.48,1
16399,1/02/2021,38.27,4173.5,0
16400,1/02/2021,36.56,3456.36,1
16401,1/02/2021,77.76,436.49,0
16402,1/02/2021,50.15,2416.55,1
16403,1/02/2021,81.66,4623.59,1
16404,1/02/2021,29.24,2430.17,1
16405,1/02/2021,23.29,4284.98,1
16406,1/02/2021,39.71,4469.64,1
16407,1/02/2021,76.93,2919.12,1
16408,1/02/2021,3.51,2631.15,1
16409,1/02/2021,8.84,3601.63,1
16410,1/02/2021,31.47,4131.55,0
16411,1/02/2021,47.3,3018.8,1
16412,1/02/2021,11.47,2810.03,1
16413,1/02/2021,15.33,3427.89,1
16414,1/02/2021,20.27,2502.59,0
16415,1/02/2021,44.01,4715.05,1
16416,1/02/2021,25.41,4569.1,1
16417,1/02/2021,2.86,403.86,0
16418,1/02/2021,19.24,4921.01,1
16419,1/02/2021,34.56,4078.3,1
16420,1/02/2021,22.32,3823.51,1
16421,1/02/2021,32.78,3874.46,0
16422,1/02/2021,13.76,1928.57,1
16423,1/02/2021,21.83,548.25,1
16424,1/02/2021,33.18,1884.51,1
16425,1/02/2021,62.9,3665.01,0
16426,1/02/2021,2.54,2210.5,1
16427,1/02/2021,8.85,4134.74,1
16428,1/02/2021,22.4,4564.82,1
16429,1/02/2021,88.83,4632.68,1
16430,1/02/2021,3.28,1229.28,1
16431,1/02/2021,84.64,3525.91,1
16432,1/02/2021,30.05,2128.8,1
16433,1/02/2021,21.72,3691.89,1
16434,1/02/2021,25.83,1568.36,1
16435,1/02/2021,19.88,3653.73,1
16436,1/02/2021,71.97,3666.04,1
16437,1/02/2021,13.69,2251.47,1
16438,1/02/2021,4.76,3822.39,0
16439,1/02/2021,5.39,3538.69,1
16440,1/02/2021,26.68,3819.14,0
16441,1/02/2021,17.17,475.52,1
16442,1/02/2021,5.58,3472.69,0
16443,1/02/2021,31,1173.96,0
16444,1/02/2021,47.31,1055.12,1
16445,1/02/2021,23.13,2137.84,1
16446,1/02/2021,25,3184.76,0
16447,1/02/2021,17.54,2467.36,1
16448,1/02/2021,39.11,2239.99,1
16449,1/02/2021,43.09,4709.01,1
16450,1/02/2021,31.55,1750.29,0
16451,1/02/2021,11.19,3331.7,1
16452,1/02/2021,40.11,488.23,0
16453,1/02/2021,12.1,1886.26,1
16454,1/02/2021,1.56,3265.84,1
16455,1/02/2021,111.19,693.32,1
16456,1/02/2021,18.56,4994.65,1
16457,1/02/2021,50.49,3712.24,1
16458,1/02/2021,44.37,3954.03,1
16459,1/02/2021,46.24,1074.36,1
16460,1/02/2021,32.18,4540.35,0
16461,1/02/2021,41.76,2698.03,1
16462,1/02/2021,52.3,1030.22,1
16463,1/02/2021,41.27,4360.81,1
16464,1/02/2021,25.96,268.27,1
16465,1/02/2021,37.5,349.2,1
16466,1/02/2021,17.86,4277.52,0
16467,1/02/2021,56.92,3877.95,0
16468,1/02/2021,39.81,3369.22,1
16469,1/02/2021,14.27,4973.37,1
16470,1/02/2021,89.31,1755.18,1
16471,1/02/2021,34.71,121.01,1
16472,1/02/2021,22.68,1761.34,1
16473,1/02/2021,48.95,3495.91,1
16474,1/02/2021,6.68,3067.19,1
16475,1/02/2021,11.11,3342.74,1
16476,1/02/2021,5.74,2224.34,1
16477,1/02/2021,10.79,2478.26,0
16478,1/02/2021,22.96,313.04,0
16479,1/02/2021,20.25,1319.44,0
16480,1/02/2021,35.16,411.4,1
16481,1/02/2021,7.69,4286.18,0
16482,1/02/2021,21.92,2177.11,1
16483,1/02/2021,18.37,4705.77,1
16484,1/02/2021,37.73,2549.26,1
16485,1/02/2021,41.72,4648.98,0
16486,1/02/2021,4.47,2034.01,0
16487,1/02/2021,25.25,610.9,1
16488,1/02/2021,19.58,873.73,1
16489,1/02/2021,43.66,3147.59,1
16490,1/02/2021,93.72,1036.33,1
16491,1/02/2021,23.59,4470.21,1
16492,1/02/2021,31.02,3675.62,1
16493,1/02/2021,43.36,3457.39,0
16494,1/02/2021,6.87,2665.97,0
16495,1/02/2021,23.04,2241.69,1
16496,1/02/2021,52.39,815.55,1
16497,1/02/2021,42.21,744.9,0
16498,1/02/2021,57.62,2059.7,1
16499,1/02/2021,12.23,3307.53,0
16500,1/02/2021,18.08,4227.77,0
16501,1/02/2021,30.4,3784.81,1
16502,1/02/2021,58.01,550.8,1
16503,1/02/2021,41.15,4902.66,1
16504,1/02/2021,26.94,155.37,1
16505,1/02/2021,36.66,2846.44,1
16506,1/02/2021,6.54,169.26,0
16507,1/02/2021,15.25,2964.93,1
16508,1/02/2021,20.18,958.91,1
16509,1/02/2021,10.1,1511.06,1
16510,1/02/2021,41.35,3753.49,0
16511,1/02/2021,28.06,4259.84,1
16512,1/02/2021,36.3,1873.77,1
16513,1/02/2021,49.35,2588.57,0
16514,1/02/2021,29.07,3361.68,0
16515,1/02/2021,51.05,1939.58,0
16516,1/02/2021,4.92,4973.2,0
16517,1/02/2021,25.41,2625.64,1
16518,1/02/2021,21.04,4836.21,0
16519,1/02/2021,25.06,3811.43,1
16520,1/02/2021,49.69,2784.79,0
16521,1/02/2021,105.42,1134.09,0
16522,1/02/2021,13.13,1314.72,1
16523,1/02/2021,34.62,3397.79,1
16524,1/02/2021,12.63,1117.39,1
16525,1/02/2021,22.95,1153.63,1
16526,1/02/2021,31.24,1910.41,1
16527,1/02/2021,34.89,3182.25,1
16528,1/02/2021,6.06,1373.06,1
16529,1/02/2021,5.25,2484.52,1
16530,1/02/2021,53.59,4265.65,1
16531,1/02/2021,34.14,946.05,1
16532,1/02/2021,24.3,1032.91,1
16533,1/02/2021,18.25,3487.85,1
16534,1/02/2021,26.86,3738.72,0
16535,1/02/2021,3.8,3558.73,1
16536,1/02/2021,15.35,4881.53,1
16537,1/02/2021,55.56,2645.41,1
16538,1/02/2021,13.8,4047.83,1
16539,1/02/2021,43.32,1616.7,1
16540,1/02/2021,30.55,274.24,1
16541,1/02/2021,18.37,648.9,1
16542,1/02/2021,35.94,3600.95,1
16543,1/02/2021,12.02,4781.73,1
16544,1/02/2021,5.48,652.9,1
16545,1/02/2021,56.63,2586,1
16546,1/02/2021,14.34,2125.78,1
16547,1/02/2021,13.4,905.5,1
16548,1/02/2021,25.5,4955.55,1
16549,1/02/2021,48.48,1432.22,1
16550,1/02/2021,39.81,3076.37,0
16551,1/02/2021,26.89,2871.37,0
16552,1/02/2021,31.83,2116.31,1
16553,1/02/2021,18.04,3646.56,1
16554,1/02/2021,31.98,4212.85,1
16555,1/02/2021,25.18,3242.47,1
16556,1/02/2021,10.14,772.38,1
16557,1/02/2021,12.4,2403.14,1
16558,1/02/2021,57.77,3177.49,1
16559,1/02/2021,29.35,222.75,1
16560,1/02/2021,40.43,2269.15,0
16561,1/02/2021,66.14,394.93,1
16562,1/02/2021,55.63,3277.71,1
16563,1/02/2021,43.1,936.86,0
16564,1/02/2021,13.51,2184.97,1
16565,1/02/2021,6.13,3927.09,0
16566,1/02/2021,22.6,2287.89,0
16567,1/02/2021,17.94,4712.35,1
16568,1/02/2021,37.23,1634.53,1
16569,1/02/2021,51.67,3854.78,1
16570,1/02/2021,3.49,1033.49,1
16571,1/02/2021,37.91,1422.96,1
16572,1/02/2021,59.92,263.05,0
16573,1/02/2021,45.67,2143.34,0
16574,1/02/2021,27.46,3957.46,1
16575,1/02/2021,6.26,3331.31,1
16576,1/02/2021,14.74,3271.63,1
16577,1/02/2021,3.98,4868.04,1
16578,1/02/2021,55.57,2005.04,1
16579,1/02/2021,57.34,733.8,1
16580,1/02/2021,25.64,329.82,1
16581,1/02/2021,23.64,3762.11,1
16582,1/02/2021,12.76,736.4,1
16583,1/02/2021,53.84,2541.87,1
16584,1/02/2021,16.57,4771.09,1
16585,1/02/2021,35.79,3985.78,1
16586,1/02/2021,24.48,4728.71,0
16587,1/02/2021,74.43,175.21,1
16588,1/02/2021,27.68,2532.69,1
16589,1/02/2021,45.47,2074.51,1
16590,1/02/2021,52.4,4404.16,1
16591,1/02/2021,50.56,2742.6,1
16592,1/02/2021,19.55,764.45,1
16593,1/02/2021,52.69,4398.61,0
16594,1/02/2021,25.95,2683.95,0
16595,1/02/2021,8.47,4796.64,1
16596,1/02/2021,45.87,1098.04,1
16597,1/02/2021,51.93,201.17,1
16598,1/02/2021,24.84,773.76,1
16599,1/02/2021,21.58,488.3,1
16600,1/02/2021,33.67,3628.52,1
16601,1/02/2021,52.72,3036.61,1
16602,1/02/2021,57.94,1124.28,1
16603,1/02/2021,33.85,3337.8,1
16604,1/02/2021,15.67,853.45,0
16605,1/02/2021,53.76,2255.65,0
16606,1/02/2021,17.2,2486.28,0
16607,1/02/2021,52.59,1433.53,0
16608,1/02/2021,13.72,3838.8,1
16609,1/02/2021,47.79,3024.8,0
16610,1/02/2021,29.74,4801.68,1
16611,1/02/2021,40.23,2053.44,0
16612,1/02/2021,117.51,2654.49,1
16613,1/02/2021,41.83,4011.93,0
16614,1/02/2021,76.06,330.32,1
16615,1/02/2021,33.17,2774.98,1
16616,1/02/2021,115.63,139.93,1
16617,1/02/2021,5.94,2487.03,1
16618,1/02/2021,33.57,4009.23,1
16619,1/02/2021,23.49,4694.04,1
16620,1/02/2021,41.12,4401.37,0
16621,1/02/2021,11.96,1468.46,0
16622,1/02/2021,18.34,2333.23,1
16623,1/02/2021,11.73,508.52,1
16624,1/02/2021,45.19,3094.58,1
16625,1/02/2021,42.38,2273.39,1
16626,1/02/2021,15.81,3997.47,1
16627,1/02/2021,18.45,2463.75,0
16628,1/02/2021,55.55,1129.65,1
16629,1/02/2021,25.43,2784.32,1
16630,1/02/2021,59.99,3957,1
16631,1/02/2021,9.97,1153.97,1
16632,1/02/2021,38.33,4407.04,1
16633,1/02/2021,14.72,507.01,1
16634,1/02/2021,18.42,332.29,1
16635,1/02/2021,29.88,3332.29,1
16636,1/02/2021,59.2,2060.96,1
16637,1/02/2021,30.81,4226.95,1
16638,1/02/2021,27.48,486.5,1
16639,1/02/2021,11.89,1513.12,1
16640,1/02/2021,52.18,2669.14,1
16641,1/02/2021,55.94,4175.05,1
16642,1/02/2021,17.41,2502.94,1
16643,1/02/2021,28.74,3730.36,0
16644,1/02/2021,52.97,4167.86,1
16645,1/02/2021,15.96,4549.43,0
16646,1/02/2021,52.66,4320.59,1
16647,1/02/2021,16.36,2293.53,1
16648,1/02/2021,91.44,2527.77,1
16649,1/02/2021,48.15,4333.82,0
16650,1/02/2021,43.11,2540.8,1
16651,1/02/2021,52.11,987.14,1
16652,1/02/2021,7.65,1622.4,1
16653,1/02/2021,57.01,4237.22,1
16654,1/02/2021,46.86,3176.22,1
16655,1/02/2021,20.84,289.91,1
16656,1/02/2021,18.68,1373.79,0
16657,1/02/2021,17.44,1796.88,1
16658,1/02/2021,90.58,3482.68,1
16659,1/02/2021,17.13,4142.55,1
16660,1/02/2021,5.97,3825.03,1
16661,1/02/2021,83.3,111.78,1
16662,1/02/2021,109.89,4793.88,1
16663,1/02/2021,5.17,1467.51,1
16664,1/02/2021,3.57,3303.7,0
16665,1/02/2021,42.03,2637.04,0
16666,1/02/2021,31.72,4458.53,1
16667,1/02/2021,6.93,3328.84,1
16668,1/02/2021,41.34,3179.44,1
16669,1/02/2021,39.21,2027.14,1
16670,1/02/2021,17.89,3972.25,1
16671,1/02/2021,56.28,1818.25,1
16672,1/02/2021,48.59,2854.39,1
16673,1/02/2021,14.76,4295.92,0
16674,1/02/2021,44.55,4650.1,1
16675,1/02/2021,4.73,1422.15,1
16676,1/02/2021,28,785.81,1
16677,1/02/2021,47.27,4087.98,1
16678,1/02/2021,7.65,3324.96,1
16679,1/02/2021,18.88,4139.8,0
16680,1/02/2021,15.71,4658.3,1
16681,1/02/2021,38.47,741.2,1
16682,1/02/2021,68.14,2988.17,1
16683,1/02/2021,51.08,2306.89,1
16684,1/02/2021,41.93,4311.9,1
16685,1/02/2021,65.49,1404.44,0
16686,1/02/2021,103.35,3181.44,1
16687,1/02/2021,11.52,1470.41,1
16688,1/02/2021,11.5,2942.51,1
16689,1/02/2021,48.25,2732.43,1
16690,1/02/2021,28.37,180,1
16691,1/02/2021,5.01,1527.21,0
16692,1/02/2021,76.03,233.97,1
16693,1/02/2021,108.24,1386.63,1
16694,1/02/2021,20.16,2713.85,1
16695,1/02/2021,22.16,661.29,1
16696,1/02/2021,29.44,3421.99,1
16697,1/02/2021,58.1,3595.11,1
16698,1/02/2021,103.59,4170.42,0
16699,1/02/2021,6.37,2345.24,1
16700,1/02/2021,57.26,2781,0
16701,1/02/2021,53.12,4421.46,1
16702,1/02/2021,19.42,494.29,0
16703,1/02/2021,29.05,2312.85,0
16704,1/02/2021,31.96,3611.29,0
16705,1/02/2021,48.84,238.32,1
16706,1/02/2021,50.9,1768.72,1
16707,1/02/2021,47.37,3805.06,1
16708,1/02/2021,7.43,3330.49,1
16709,1/02/2021,86.05,1366.81,0
16710,1/02/2021,47.66,4281.68,1
16711,1/02/2021,59.93,3232.99,1
16712,1/02/2021,47.68,1257.3,1
16713,1/02/2021,58.43,2006.08,0
16714,1/02/2021,50.31,4966.29,1
