customer_id,birth_date,join_date,plan_type,churn_in_3mos
12127,1988-07-29,2017-08-26,pay-as-you-go,1
12128,2000-05-17,2014-09-21,postpaid,0
12129,1996-04-25,2016-02-28,pay-as-you-go,0
12130,1989-07-27,2018-03-31,prepaid,1
12131,1979-01-24,2017-12-28,prepaid,1
12132,1973-09-11,2016-04-06,prepaid,0
12133,2006-12-13,2015-03-03,prepaid,0
12134,1974-06-30,2020-04-20,prepaid,1
12135,1973-10-29,2012-01-06,prepaid,0
12136,1974-07-30,2012-09-18,prepaid,0
12137,1997-11-21,2013-12-09,prepaid,0
12138,1974-09-22,2014-04-16,prepaid,1
12139,2001-02-17,2020-04-25,prepaid,0
12140,1977-03-20,2012-09-05,prepaid,0
12141,1978-08-29,2017-05-07,postpaid,0
12142,1968-12-25,2012-09-27,prepaid,0
12143,2006-02-04,2012-04-11,prepaid,0
12144,1991-11-29,2012-07-04,postpaid,0
12145,1974-02-26,2018-03-01,prepaid,1
12146,1996-01-12,2019-07-20,postpaid,0
12147,1988-11-17,2019-11-08,prepaid,0
12148,1980-05-02,2015-11-03,prepaid,0
12149,2003-12-31,2015-08-22,prepaid,1
12150,1992-09-25,2016-01-04,prepaid,0
12151,1963-07-06,2017-04-16,prepaid,0
12152,2007-02-21,2018-10-20,prepaid,0
12153,1968-04-30,2012-02-25,prepaid,1
12154,1974-12-29,2019-07-23,postpaid,0
12155,2008-10-12,2014-08-22,postpaid,0
12156,1960-08-04,2016-01-05,prepaid,0
12157,1972-04-16,2016-10-08,pay-as-you-go,1
12158,1987-02-25,2019-01-20,prepaid,0
12159,1961-05-28,2016-01-06,postpaid,1
12160,1990-08-07,2017-01-06,prepaid,0
12161,1993-06-11,2013-11-18,prepaid,0
12162,1976-09-25,2015-04-05,pay-as-you-go,0
12163,1978-11-03,2013-06-20,prepaid,1
12164,1994-03-17,2012-05-04,prepaid,0
12165,1990-09-20,2018-01-09,postpaid,0
12166,1983-03-28,2014-07-09,prepaid,0
12167,1960-12-29,2017-06-06,prepaid,0
12168,1988-05-13,2014-08-18,prepaid,1
12169,1976-11-19,2013-03-15,prepaid,1
12170,1982-03-06,2014-01-19,prepaid,0
12171,2002-10-10,2020-02-19,pay-as-you-go,1
12172,1963-04-17,2020-04-12,prepaid,0
12173,1981-09-13,2020-02-18,prepaid,1
12174,1967-12-09,2018-07-14,pay-as-you-go,0
12175,2001-03-16,2012-10-31,pay-as-you-go,1
12176,1969-12-10,2013-01-02,prepaid,0
12177,2001-11-15,2017-05-11,prepaid,0
12178,1998-08-10,2016-11-21,prepaid,0
12179,2001-01-10,2014-09-03,prepaid,0
12180,1989-01-25,2019-03-13,prepaid,1
12181,1961-03-18,2015-05-21,postpaid,0
12182,1969-07-10,2018-08-19,postpaid,0
12183,2005-06-20,2016-11-24,pay-as-you-go,1
12184,1993-01-25,2014-02-11,prepaid,1
12185,1982-06-24,2016-09-23,prepaid,0
12186,2007-08-26,2012-08-03,prepaid,1
12187,2002-06-01,2017-06-12,postpaid,0
12188,2003-11-30,2019-01-28,pay-as-you-go,0
12189,1989-11-05,2019-05-01,pay-as-you-go,0
12190,1964-11-05,2020-06-08,prepaid,0
12191,1960-05-24,2016-10-29,postpaid,1
12192,1979-02-07,2012-12-27,prepaid,1
12193,1963-10-18,2012-01-16,prepaid,0
12194,1984-03-22,2014-02-10,prepaid,0
12195,1992-02-12,2014-11-14,prepaid,1
12196,2009-01-19,2015-03-29,prepaid,1
12197,1961-10-27,2019-01-16,prepaid,0
12198,1999-11-22,2019-03-01,prepaid,0
12199,2001-01-20,2013-07-21,prepaid,0
12200,1961-03-10,2012-06-30,prepaid,0
12201,1991-06-29,2015-08-25,prepaid,0
12202,1984-01-31,2016-11-25,prepaid,0
12203,2004-03-30,2018-12-11,prepaid,0
12204,2006-03-15,2017-08-23,postpaid,1
12205,1991-01-04,2012-11-23,prepaid,0
12206,1988-06-24,2015-05-06,postpaid,0
12207,2006-07-12,2012-12-17,prepaid,0
12208,1985-02-14,2013-07-27,postpaid,0
12209,2008-06-21,2019-12-14,postpaid,0
12210,1968-08-12,2012-05-23,prepaid,0
12211,1968-08-15,2015-04-30,prepaid,0
12212,1988-03-12,2014-06-16,prepaid,0
12213,1983-11-14,2016-03-15,pay-as-you-go,0
12214,1977-03-25,2012-06-03,prepaid,0
12215,1994-05-21,2015-02-05,prepaid,0
12216,1988-10-24,2019-10-12,prepaid,0
12217,1982-08-23,2016-03-09,prepaid,0
12218,1995-09-12,2014-12-28,prepaid,1
12219,1960-08-08,2017-11-22,postpaid,1
12220,1995-04-16,2014-01-25,prepaid,1
12221,1994-05-07,2017-10-01,postpaid,0
12222,1985-02-07,2020-05-08,prepaid,0
12223,1990-02-02,2016-05-30,postpaid,1
12224,1965-10-24,2016-09-22,postpaid,0
12225,1995-06-18,2018-02-17,pay-as-you-go,0
12226,1999-05-11,2015-01-20,prepaid,0
12227,1964-07-30,2020-04-04,prepaid,0
12228,2006-12-25,2017-11-29,prepaid,1
12229,1987-01-13,2014-02-27,prepaid,0
12230,1993-07-29,2014-06-07,postpaid,0
12231,2004-03-27,2019-11-25,postpaid,1
12232,1973-05-25,2014-06-19,prepaid,1
12233,1962-12-22,2015-05-07,postpaid,0
12234,1969-08-03,2018-09-10,prepaid,0
12235,1994-10-11,2016-05-30,prepaid,0
12236,2006-02-01,2019-12-30,prepaid,0
12237,2004-04-21,2017-05-06,postpaid,0
12238,1986-12-09,2014-12-16,prepaid,0
12239,1979-05-25,2013-02-19,prepaid,1
12240,1968-06-14,2019-11-28,prepaid,0
12241,1976-02-27,2012-10-08,prepaid,1
12242,1970-11-24,2014-09-16,pay-as-you-go,1
12243,1990-09-27,2013-09-27,prepaid,0
12244,1962-03-16,2020-01-13,prepaid,0
12245,1987-12-02,2014-06-16,postpaid,1
12246,1973-06-24,2013-11-05,postpaid,0
12247,2005-08-04,2020-03-14,postpaid,0
12248,1963-10-29,2017-01-16,prepaid,0
12249,1972-05-08,2016-12-04,pay-as-you-go,1
12250,1988-04-12,2020-05-08,prepaid,0
12251,1982-01-17,2019-12-31,prepaid,1
12252,1987-04-19,2014-06-07,pay-as-you-go,1
12253,1995-11-11,2015-12-10,prepaid,0
12254,2006-09-08,2012-11-28,postpaid,0
12255,2005-04-04,2013-02-04,pay-as-you-go,1
12256,1964-05-11,2019-01-03,prepaid,0
12257,1963-09-08,2014-12-20,prepaid,0
12258,1978-11-03,2016-08-03,prepaid,0
12259,1984-10-05,2015-02-10,prepaid,0
12260,1992-04-25,2019-11-28,pay-as-you-go,0
12261,1966-01-22,2018-05-15,prepaid,0
12262,2000-06-29,2016-01-27,postpaid,1
12263,1980-03-22,2018-04-09,prepaid,0
12264,1988-04-06,2012-04-15,prepaid,0
12265,1998-05-01,2013-05-13,pay-as-you-go,0
12266,1979-08-30,2019-04-16,pay-as-you-go,0
12267,1975-04-20,2015-09-21,prepaid,1
12268,1990-09-14,2014-02-22,pay-as-you-go,0
12269,1989-10-18,2015-07-28,prepaid,0
12270,1973-04-24,2015-04-10,prepaid,1
12271,2002-02-26,2016-09-13,prepaid,0
12272,1969-03-18,2012-03-07,prepaid,0
12273,2007-09-27,2013-07-05,pay-as-you-go,1
12274,1963-07-07,2019-02-07,postpaid,0
12275,2007-07-22,2017-09-27,prepaid,0
12276,2007-07-07,2015-09-04,postpaid,0
12277,2007-09-08,2017-04-13,prepaid,0
12278,1985-09-19,2017-10-17,prepaid,1
12279,1981-07-30,2014-09-08,prepaid,0
12280,1986-12-05,2018-11-08,prepaid,0
12281,1980-01-28,2020-07-18,prepaid,0
12282,1965-11-08,2020-05-10,postpaid,0
12283,1980-10-12,2015-06-26,prepaid,0
12284,1977-09-24,2019-03-19,prepaid,0
12285,1967-12-31,2014-07-07,prepaid,0
12286,1990-05-11,2017-09-07,postpaid,0
12287,2006-11-25,2019-01-11,prepaid,1
12288,1988-08-04,2016-07-04,prepaid,0
12289,1975-12-05,2017-12-26,postpaid,0
12290,2003-10-07,2017-08-10,prepaid,1
12291,1994-07-15,2012-05-08,prepaid,0
12292,1971-10-22,2013-11-20,postpaid,0
12293,2004-08-07,2018-11-08,prepaid,0
12294,1972-08-29,2017-11-05,prepaid,1
12295,1962-05-22,2012-10-30,prepaid,1
12296,1979-07-29,2013-04-22,prepaid,1
12297,1998-02-03,2019-05-04,prepaid,0
12298,2000-05-10,2012-01-22,prepaid,0
12299,2005-12-08,2019-12-12,prepaid,1
12300,1970-06-06,2015-05-22,prepaid,0
12301,2002-01-01,2019-07-22,prepaid,0
12302,1993-07-29,2013-10-13,prepaid,0
12303,1986-10-30,2019-04-02,postpaid,1
12304,1963-04-17,2017-11-03,prepaid,0
12305,2008-05-07,2017-04-26,prepaid,0
12306,1968-03-08,2015-03-21,prepaid,0
12307,1995-03-05,2012-01-07,prepaid,0
12308,1966-12-15,2017-01-07,prepaid,0
12309,1988-02-21,2017-06-02,prepaid,1
12310,1979-08-30,2018-11-14,postpaid,0
12311,1961-04-02,2017-08-24,prepaid,0
12312,2005-10-15,2015-07-08,prepaid,0
12313,1961-07-10,2014-10-27,prepaid,0
12314,2006-04-25,2014-10-31,prepaid,0
12315,2004-01-17,2016-01-29,prepaid,0
12316,1999-04-03,2019-08-18,prepaid,0
12317,1972-04-09,2019-08-01,pay-as-you-go,0
12318,1992-09-10,2017-08-22,pay-as-you-go,1
12319,1966-04-12,2019-03-04,pay-as-you-go,1
12320,1993-04-22,2012-04-07,prepaid,1
12321,1977-12-23,2016-08-14,prepaid,1
12322,1987-09-25,2016-02-04,prepaid,0
12323,1984-10-09,2018-11-15,pay-as-you-go,0
12324,1960-08-21,2015-09-30,prepaid,0
12325,2008-05-18,2013-03-15,prepaid,0
12326,1989-04-26,2014-05-01,prepaid,0
12327,1987-01-03,2017-02-27,prepaid,1
12328,1982-04-12,2017-01-24,prepaid,0
12329,1997-12-23,2012-09-23,postpaid,0
12330,2002-02-01,2014-03-18,prepaid,1
12331,1969-09-18,2019-10-04,prepaid,0
12332,1999-11-24,2019-04-22,prepaid,0
12333,1974-12-09,2013-11-28,prepaid,0
12334,1997-07-16,2013-06-20,pay-as-you-go,1
12335,2000-06-09,2017-06-21,prepaid,0
12336,1981-06-06,2016-04-30,prepaid,1
12337,1973-01-02,2014-12-27,prepaid,1
12338,1978-05-21,2017-11-15,prepaid,1
12339,1996-09-12,2019-09-16,pay-as-you-go,0
12340,2005-01-12,2014-02-25,prepaid,1
12341,1993-10-09,2012-10-08,postpaid,1
12342,1984-03-25,2013-04-18,prepaid,1
12343,1968-10-11,2015-02-26,prepaid,0
12344,1990-05-10,2012-11-05,prepaid,0
12345,1964-03-30,2012-11-21,prepaid,0
12346,1966-09-07,2018-08-09,postpaid,1
12347,1962-07-03,2019-06-07,prepaid,0
12348,1993-10-15,2019-09-27,prepaid,0
12349,1963-08-24,2018-08-07,prepaid,0
12350,1980-10-26,2013-01-10,postpaid,0
12351,2003-03-10,2015-09-05,prepaid,0
12352,1967-08-01,2018-06-18,postpaid,0
12353,1997-03-01,2015-09-24,prepaid,0
12354,1990-09-24,2017-11-17,prepaid,1
12355,1989-09-17,2013-08-11,postpaid,0
12356,1990-09-18,2016-07-20,postpaid,1
12357,2001-10-30,2015-08-25,pay-as-you-go,1
12358,1978-12-26,2012-04-03,prepaid,0
12359,1971-02-20,2014-03-17,pay-as-you-go,0
12360,1982-10-28,2015-02-11,prepaid,0
12361,2007-06-14,2014-01-24,prepaid,0
12362,1988-08-03,2015-10-23,prepaid,0
12363,1991-11-04,2018-08-01,prepaid,0
12364,1978-07-22,2018-07-11,prepaid,1
12365,1979-11-16,2016-12-09,postpaid,0
12366,1997-07-20,2019-02-02,prepaid,0
12367,1984-03-07,2020-04-22,prepaid,0
12368,1962-03-06,2015-02-26,prepaid,0
12369,1995-12-17,2013-02-10,prepaid,0
12370,2007-10-11,2017-02-13,prepaid,1
12371,1962-03-17,2016-11-30,prepaid,1
12372,1997-10-25,2012-07-29,pay-as-you-go,1
12373,1962-08-05,2016-02-23,prepaid,0
12374,1995-10-19,2013-03-09,prepaid,0
12375,1994-03-22,2018-06-23,prepaid,0
12376,1962-10-20,2012-08-19,prepaid,0
12377,1970-11-26,2015-03-26,prepaid,1
12378,1994-03-23,2012-09-27,prepaid,0
12379,1990-12-25,2020-01-03,prepaid,1
12380,1989-12-20,2013-04-22,prepaid,1
12381,2006-02-08,2018-06-09,prepaid,0
12382,2003-06-25,2014-01-30,postpaid,1
12383,1973-02-02,2012-08-31,prepaid,0
12384,2003-07-05,2015-10-30,prepaid,0
12385,1987-02-25,2015-03-02,pay-as-you-go,0
12386,1973-06-11,2018-08-11,pay-as-you-go,0
12387,1976-11-23,2013-01-20,prepaid,0
12388,1969-08-05,2015-07-21,postpaid,0
12389,1963-04-27,2019-12-10,prepaid,0
12390,2008-05-11,2017-02-05,prepaid,0
12391,1977-05-08,2016-10-01,prepaid,0
12392,1965-08-31,2012-01-09,prepaid,0
12393,1961-10-01,2013-07-28,prepaid,0
12394,1968-08-10,2015-05-07,prepaid,0
12395,1982-05-28,2016-09-04,prepaid,0
12396,1969-04-29,2019-02-22,postpaid,0
12397,1976-02-10,2016-12-06,prepaid,0
12398,1982-03-21,2017-02-28,prepaid,1
12399,1981-06-02,2020-01-06,postpaid,0
12400,1965-11-30,2017-01-02,prepaid,0
12401,1965-05-05,2016-03-16,postpaid,0
12402,1969-08-17,2013-03-15,prepaid,0
12403,2008-09-08,2016-10-15,prepaid,0
12404,1998-05-12,2012-07-31,postpaid,1
12405,1994-07-26,2019-04-26,prepaid,1
12406,1963-02-17,2015-04-01,postpaid,1
12407,1966-02-12,2019-09-14,prepaid,1
12408,2001-03-01,2012-08-18,prepaid,0
12409,2004-04-18,2014-04-23,postpaid,0
12410,1983-09-22,2020-01-23,prepaid,0
12411,1966-11-18,2012-11-28,prepaid,0
12412,1973-06-15,2016-10-11,prepaid,0
12413,1992-05-21,2012-08-04,postpaid,1
12414,1994-02-20,2013-11-10,prepaid,1
12415,1982-04-30,2013-11-06,prepaid,0
12416,1974-07-04,2014-10-11,prepaid,0
12417,2003-09-09,2012-02-17,prepaid,0
12418,1992-12-24,2012-06-09,prepaid,0
12419,2004-12-19,2018-02-28,prepaid,1
12420,1989-08-24,2019-12-09,prepaid,1
12421,1982-06-26,2012-01-12,prepaid,1
12422,1974-11-24,2019-02-11,prepaid,1
12423,2005-12-03,2018-09-09,prepaid,1
12424,1992-03-10,2016-06-30,prepaid,0
12425,1965-09-20,2012-05-30,postpaid,0
12426,2009-02-01,2018-07-28,prepaid,0
12427,1964-03-14,2013-12-25,prepaid,0
12428,1982-06-04,2017-08-13,pay-as-you-go,0
12429,1974-06-27,2018-12-30,postpaid,0
12430,1964-08-12,2012-04-09,prepaid,1
12431,1960-10-15,2016-01-21,prepaid,0
12432,2004-06-02,2015-09-04,prepaid,1
12433,2006-09-01,2013-04-13,pay-as-you-go,0
12434,1991-02-21,2015-08-08,pay-as-you-go,0
12435,1989-11-18,2018-11-03,postpaid,0
12436,1985-03-04,2019-02-22,postpaid,0
12437,1969-11-20,2019-08-14,prepaid,1
12438,1982-05-25,2015-06-22,prepaid,0
12439,1987-05-05,2014-09-10,prepaid,0
12440,1994-12-01,2019-11-13,postpaid,0
12441,1968-08-30,2014-07-23,postpaid,1
12442,1976-07-16,2014-08-06,prepaid,0
12443,2003-04-26,2020-02-09,prepaid,0
12444,1972-10-14,2016-11-30,prepaid,1
12445,1986-08-27,2013-12-01,prepaid,0
12446,1993-12-19,2016-09-12,pay-as-you-go,1
12447,1967-04-03,2017-11-28,postpaid,0
12448,1982-10-05,2013-12-06,prepaid,0
12449,1996-09-13,2013-01-26,pay-as-you-go,1
12450,1966-07-07,2017-03-15,prepaid,0
12451,2002-02-08,2013-08-11,prepaid,0
12452,1995-10-20,2013-06-24,prepaid,0
12453,1961-11-20,2012-12-02,prepaid,0
12454,2007-04-26,2017-12-29,prepaid,0
12455,1976-10-25,2012-08-08,postpaid,1
12456,1993-06-20,2016-11-29,prepaid,0
12457,1984-10-19,2017-11-02,prepaid,0
12458,1970-03-03,2016-07-03,postpaid,0
12459,2002-02-24,2018-11-11,prepaid,1
12460,2003-03-12,2020-04-13,prepaid,1
12461,1991-07-13,2016-08-05,prepaid,1
12462,1974-02-03,2013-07-15,pay-as-you-go,0
12463,1993-08-13,2017-02-21,prepaid,0
12464,1998-12-27,2016-02-17,prepaid,1
12465,1966-10-09,2015-03-02,prepaid,0
12466,2002-04-03,2019-04-21,prepaid,0
12467,1964-07-23,2014-02-28,prepaid,0
12468,1975-07-15,2016-09-26,prepaid,1
12469,2005-01-24,2020-04-20,prepaid,0
12470,1965-03-07,2018-06-28,prepaid,0
12471,1998-08-27,2015-11-15,pay-as-you-go,0
12472,1997-09-21,2019-09-04,prepaid,0
12473,1978-04-15,2015-07-17,prepaid,0
12474,1972-10-21,2015-05-25,prepaid,0
12475,1984-04-14,2014-07-06,prepaid,0
12476,1967-02-02,2015-02-02,postpaid,0
12477,1961-11-12,2012-06-14,postpaid,1
12478,1968-11-05,2018-03-11,pay-as-you-go,1
12479,1988-05-25,2019-04-16,prepaid,0
12480,1999-09-05,2017-03-05,pay-as-you-go,0
12481,1971-10-24,2012-05-01,pay-as-you-go,0
12482,1983-08-26,2019-10-28,postpaid,0
12483,1992-05-14,2012-07-21,prepaid,0
12484,1994-09-22,2014-03-04,prepaid,1
12485,1998-08-24,2019-04-28,prepaid,1
12486,2008-06-17,2013-02-27,prepaid,1
12487,1986-12-24,2015-01-14,prepaid,1
12488,1995-08-05,2013-04-27,postpaid,1
12489,2005-10-30,2013-06-09,postpaid,1
12490,1991-11-13,2013-11-05,prepaid,0
12491,1976-04-25,2018-05-11,prepaid,0
12492,2001-03-14,2015-11-16,prepaid,0
12493,1964-10-15,2013-05-08,prepaid,0
12494,1975-02-21,2013-05-30,postpaid,0
12495,1983-06-15,2018-03-23,prepaid,0
12496,1985-03-21,2017-10-01,pay-as-you-go,0
12497,1968-10-02,2013-05-15,postpaid,0
12498,1998-05-20,2020-05-12,prepaid,0
12499,1989-05-06,2019-08-05,postpaid,1
12500,1977-04-08,2018-12-24,prepaid,0
12501,1964-05-05,2014-10-22,prepaid,0
12502,1999-01-04,2018-07-31,postpaid,1
12503,2008-03-16,2018-12-01,prepaid,1
12504,1971-10-17,2015-11-24,prepaid,1
12505,1968-11-18,2017-06-02,prepaid,0
12506,1987-02-11,2014-04-19,prepaid,0
12507,1963-05-16,2017-05-25,prepaid,0
12508,1977-03-30,2012-02-16,prepaid,1
12509,1992-03-08,2014-10-29,postpaid,0
12510,1963-08-28,2016-06-18,pay-as-you-go,0
12511,1975-01-13,2012-06-29,prepaid,1
12512,1965-12-07,2015-11-12,prepaid,1
12513,1994-06-11,2019-12-28,pay-as-you-go,0
12514,1981-08-28,2014-11-27,prepaid,0
12515,1962-11-19,2018-12-16,prepaid,0
12516,1994-12-19,2012-08-03,prepaid,1
12517,1979-05-18,2014-04-17,postpaid,0
12518,1993-12-07,2012-05-01,prepaid,1
12519,1972-02-05,2017-07-12,prepaid,0
12520,1973-04-13,2012-03-12,prepaid,1
12521,1985-02-07,2019-09-18,prepaid,1
12522,1981-07-29,2013-07-23,postpaid,1
12523,2006-02-07,2017-04-16,pay-as-you-go,0
12524,1963-11-03,2020-01-03,prepaid,0
12525,1964-07-19,2012-04-24,prepaid,0
12526,1975-05-07,2014-03-06,pay-as-you-go,0
12527,2005-08-19,2019-01-17,prepaid,1
12528,1977-02-20,2015-11-11,prepaid,0
12529,1980-09-13,2014-09-18,prepaid,0
12530,1975-09-05,2016-04-14,prepaid,1
12531,1987-01-20,2014-06-03,prepaid,1
12532,1976-09-30,2017-10-11,prepaid,1
12533,1977-11-20,2017-03-29,prepaid,0
12534,1990-06-16,2018-02-07,prepaid,0
12535,1979-07-04,2016-04-15,prepaid,0
12536,1998-12-24,2017-04-12,prepaid,0
12537,1989-02-13,2017-01-15,postpaid,0
12538,2005-01-30,2018-12-15,prepaid,1
12539,1993-05-25,2016-04-17,prepaid,0
12540,1977-03-24,2014-10-05,prepaid,0
12541,1995-07-10,2020-06-13,prepaid,1
12542,1963-07-02,2012-04-15,postpaid,1
12543,2004-12-02,2013-12-05,postpaid,0
12544,2006-11-18,2019-12-13,prepaid,0
12545,1999-07-31,2012-02-07,pay-as-you-go,0
12546,1993-10-17,2018-03-28,prepaid,0
12547,1970-12-08,2012-06-09,prepaid,1
12548,1990-01-12,2017-05-10,prepaid,0
12549,1980-08-24,2017-12-01,pay-as-you-go,0
12550,1991-06-23,2014-02-04,prepaid,0
12551,1997-06-10,2019-03-19,prepaid,0
12552,1975-01-15,2018-09-10,prepaid,0
12553,1961-03-20,2014-03-26,prepaid,0
12554,1983-11-02,2019-08-23,prepaid,1
12555,2005-11-05,2015-11-20,prepaid,0
12556,1997-04-14,2015-11-23,prepaid,0
12557,1999-07-11,2015-09-05,prepaid,0
12558,1973-06-03,2016-09-16,prepaid,0
12559,1966-09-02,2020-01-30,prepaid,1
12560,1981-10-07,2018-05-18,prepaid,0
12561,1979-01-30,2014-01-31,pay-as-you-go,0
12562,1994-09-11,2014-06-13,prepaid,1
12563,1980-08-27,2012-03-29,pay-as-you-go,0
12564,2005-03-22,2017-08-13,postpaid,0
12565,1971-07-22,2017-05-19,pay-as-you-go,0
12566,1974-05-01,2012-07-21,prepaid,0
12567,1981-07-16,2012-04-27,prepaid,0
12568,1988-01-01,2014-02-13,pay-as-you-go,0
12569,1966-08-17,2015-02-20,pay-as-you-go,0
12570,1993-07-09,2018-03-14,pay-as-you-go,0
12571,1982-03-16,2016-03-22,prepaid,0
12572,1983-03-19,2014-10-07,postpaid,1
12573,1993-02-05,2018-06-01,prepaid,1
12574,1980-10-26,2018-05-06,prepaid,1
12575,1996-05-04,2019-10-18,prepaid,0
12576,2004-07-13,2017-01-04,postpaid,1
12577,1999-01-24,2013-01-22,prepaid,1
12578,1997-09-11,2013-07-12,postpaid,0
12579,1968-12-20,2019-03-14,prepaid,0
12580,1972-10-18,2014-10-15,prepaid,0
12581,1989-11-08,2020-04-07,postpaid,0
12582,1976-09-08,2016-10-09,pay-as-you-go,1
12583,1972-11-07,2014-09-28,pay-as-you-go,1
12584,1991-04-03,2016-11-07,postpaid,0
12585,1989-04-22,2014-07-08,pay-as-you-go,0
12586,1996-06-11,2012-03-04,prepaid,1
12587,1964-12-10,2020-06-18,postpaid,0
12588,1962-10-28,2018-10-13,prepaid,0
12589,2000-10-03,2016-11-11,prepaid,1
12590,1973-12-09,2015-01-05,prepaid,0
12591,1970-06-11,2016-02-26,prepaid,0
12592,1979-09-20,2012-03-06,prepaid,0
12593,1974-11-03,2015-11-21,postpaid,0
12594,1961-02-11,2012-09-22,prepaid,0
12595,1966-02-26,2015-06-27,prepaid,1
12596,1987-01-22,2014-11-23,prepaid,0
12597,1960-05-12,2018-02-17,prepaid,0
12598,1985-07-09,2016-04-13,prepaid,0
12599,2002-07-13,2017-09-13,pay-as-you-go,0
12600,1984-11-10,2013-09-30,prepaid,1
12601,1961-11-20,2012-02-07,postpaid,0
12602,1984-09-06,2014-09-07,prepaid,1
12603,1985-08-25,2013-04-02,prepaid,0
12604,1989-10-13,2016-05-10,prepaid,0
12605,1994-05-01,2014-08-23,prepaid,0
12606,1970-06-19,2019-03-08,prepaid,0
12607,1969-06-26,2019-06-27,prepaid,0
12608,1961-01-29,2015-10-12,prepaid,0
12609,1969-06-20,2018-08-31,postpaid,0
12610,1990-07-17,2012-10-30,prepaid,0
12611,1984-05-06,2013-04-18,prepaid,0
12612,1967-03-09,2019-02-10,prepaid,1
12613,1991-12-18,2015-06-06,prepaid,0
12614,1989-08-08,2018-04-11,prepaid,0
12615,1988-06-03,2019-10-14,prepaid,0
12616,1993-11-23,2017-02-01,prepaid,0
12617,1994-01-27,2017-11-24,prepaid,1
12618,1973-12-17,2014-01-16,postpaid,0
12619,2002-01-22,2017-09-20,prepaid,0
12620,1988-03-08,2016-07-01,prepaid,1
12621,1998-09-23,2017-01-29,prepaid,1
12622,1971-09-03,2018-12-04,prepaid,0
12623,1980-03-23,2016-07-22,prepaid,0
12624,1976-09-18,2018-07-11,postpaid,1
12625,1971-10-26,2012-01-18,postpaid,0
12626,2003-09-01,2019-12-15,prepaid,0
12627,1988-06-06,2014-12-24,postpaid,0
12628,1962-05-01,2020-03-17,prepaid,0
12629,1984-12-15,2013-06-17,prepaid,0
12630,2006-01-14,2014-04-23,prepaid,0
12631,1981-06-30,2015-11-15,prepaid,0
12632,1995-07-08,2014-10-08,prepaid,0
12633,1985-10-31,2012-12-14,prepaid,1
12634,1998-03-14,2013-07-22,prepaid,1
12635,1973-01-15,2014-09-29,postpaid,0
12636,2005-03-19,2019-07-14,prepaid,0
12637,1969-11-08,2020-04-01,postpaid,1
12638,1996-01-29,2015-10-17,prepaid,0
12639,1978-02-09,2019-09-21,postpaid,1
12640,2007-11-30,2018-09-03,prepaid,1
12641,1994-08-20,2017-05-10,prepaid,0
12642,1998-11-04,2018-05-15,pay-as-you-go,0
12643,2000-09-27,2012-02-26,prepaid,1
12644,1976-02-01,2012-10-16,prepaid,0
12645,2003-08-22,2014-11-28,prepaid,0
12646,1998-08-22,2018-03-29,postpaid,0
12647,2001-05-02,2013-11-26,prepaid,0
12648,1975-07-31,2012-04-25,prepaid,0
12649,1984-01-09,2012-12-08,prepaid,1
12650,1964-12-24,2016-01-28,postpaid,0
12651,1991-06-01,2013-01-27,pay-as-you-go,1
12652,1967-01-05,2015-07-01,prepaid,0
12653,1965-06-12,2014-07-11,prepaid,0
12654,1993-04-12,2020-05-02,pay-as-you-go,0
12655,1988-02-21,2017-05-15,prepaid,0
12656,1994-08-09,2017-09-07,prepaid,0
12657,1998-08-28,2013-06-15,prepaid,0
12658,1990-08-28,2014-04-08,prepaid,0
12659,2003-12-06,2017-11-09,prepaid,0
12660,1984-08-26,2016-01-17,prepaid,0
12661,1973-07-06,2013-02-18,postpaid,1
12662,1986-07-18,2016-04-10,prepaid,0
12663,1984-09-08,2020-07-24,pay-as-you-go,0
12664,1970-09-01,2015-02-24,prepaid,0
12665,1982-10-17,2018-01-10,postpaid,0
12666,1998-01-14,2015-07-19,prepaid,0
12667,1999-03-05,2020-01-21,prepaid,0
12668,1973-04-14,2015-09-30,postpaid,0
12669,1969-12-20,2017-01-28,prepaid,1
12670,1979-10-26,2019-08-24,postpaid,0
12671,2008-05-03,2016-06-04,pay-as-you-go,0
12672,1993-12-12,2020-03-27,prepaid,0
12673,1967-05-22,2018-04-08,prepaid,0
12674,2007-09-30,2013-03-31,prepaid,0
12675,1975-11-16,2015-06-05,prepaid,1
12676,1968-06-16,2012-06-29,prepaid,0
12677,1978-07-10,2018-02-26,pay-as-you-go,1
12678,1966-01-28,2020-08-01,postpaid,0
12679,1968-09-29,2012-10-28,prepaid,0
12680,1964-02-03,2012-10-09,prepaid,0
12681,1972-08-12,2017-03-22,prepaid,0
12682,2001-02-16,2012-04-13,prepaid,0
12683,2004-05-23,2012-02-27,prepaid,0
12684,1999-03-23,2015-10-11,prepaid,0
12685,1986-01-23,2014-05-11,prepaid,1
12686,1979-12-24,2017-05-08,postpaid,1
12687,2001-11-28,2014-06-28,postpaid,0
12688,1971-02-16,2015-08-21,prepaid,0
12689,1993-11-25,2014-10-29,pay-as-you-go,1
12690,1981-02-12,2019-10-30,prepaid,0
12691,1992-10-12,2019-08-22,pay-as-you-go,1
12692,1980-02-29,2017-02-24,prepaid,1
12693,1999-04-09,2018-03-11,prepaid,1
12694,1980-05-14,2014-02-12,prepaid,0
12695,1988-02-21,2015-05-25,prepaid,0
12696,2007-09-05,2012-04-21,postpaid,1
12697,1988-07-31,2015-09-23,postpaid,0
